Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
1274,,District Court,482,90.0,['Bangalore'],20,"['Family', 'Corporate', 'Labor']","['Bengali', 'Marathi']",yes,Pihu Bahri,"['Barman', 'Sama', 'Mangat']",Small Businesses.,Female
1275,5.0,District Court,326,79.0,['Bangalore'],17,"['Constitutional', 'Constitutional', 'Banking and Finance']","['Punjabi', 'Odia', 'Urdu']",no,Pihu Dutt,['Gaba PLC'],Individuals.,Female
1276,4.0,Specialized Court,237,81.0,['Hyderabad'],17,"['Intellectual Property', 'Medical', 'Civil']","['Punjabi', 'Hindi', 'Urdu']",yes,Pihu Gour,['Bora Ltd'],Small Businesses.,Female
1277,2.0,District Court,187,96.0,['Kolkata'],23,"['Tax', 'Constitutional', 'Media and Entertainment']","['Telugu', 'Kannada', 'Marathi']",no,Pihu Sangha,"['Borah', 'Iyer', 'Kala']",Large Corporations.,Female
1278,1.0,High Court,290,85.0,['Hyderabad'],28,"['Labor', 'Medical', 'Civil']","['Kannada', 'Assamese', 'Marathi']",no,Pihu Wason,"['Bava', 'Varkey', 'Dash']",Small Businesses.,Female
1279,2.0,District Court,192,105.0,['Delhi'],26,"['Labor', 'Immigration', 'Media and Entertainment']","['Bengali', 'Urdu', 'Malayalam']",yes,Piya Bath,['Bhargava LLC'],Individuals.,Female
1280,,High Court,340,90.0,['Delhi'],17,"['Criminal', 'Tax', 'Human Rights']",['Malayalam'],no,Piya Chakrabarti,['Shukla-Shanker'],Large Corporations.,Female
1281,3.0,District Court,250,85.0,['Hyderabad'],8,"['Medical', 'Banking and Finance', 'Real Estate']","['Bengali', 'Urdu', 'Malayalam']",no,Piya Choudhury,"['Sur', 'Guha', 'Chhabra']",Small Businesses.,Female
1282,2.0,Supreme Court,237,107.0,['Delhi'],13,"['Consumer Protection', 'Criminal', 'Constitutional']","['Telugu', 'Bengali', 'Urdu']",no,Piya Dhar,['Edwin-Behl'],Large Corporations.,Female
1283,4.0,High Court,89,110.0,['Bangalore'],19,"['Constitutional', 'Medical', 'Labor']","['Assamese', 'Odia', 'Tamil']",no,Piya Gulati,['Thakur Group'],Large Corporations.,Female
1284,3.0,High Court,425,99.0,['Hyderabad'],1,"['Media and Entertainment', 'Tax', 'Labor']","['Assamese', 'Hindi', 'Urdu']",yes,Piya Mahajan,"['H', 'a-Bawa']",Small Businesses.,Female
1285,3.0,Specialized Court,145,108.0,['Hyderabad'],17,"['Medical', 'Medical', 'Tax']","['Punjabi', 'Marathi', 'Odia']",no,Piya Ranganathan,['Dar-Kulkarni'],Small Businesses.,Female
1286,4.0,Supreme Court,221,94.0,['Kolkata'],10,"['Civil', 'Real Estate', 'Human Rights']","['Kannada', 'Hindi']",yes,Piya Sabharwal,"['Mammen', 'Butala', 'Mane']",Large Corporations.,Female
1287,3.0,Supreme Court,83,93.0,['Mumbai'],3,"['Media and Entertainment', 'Labor', 'Medical']","['Punjabi', 'Gujarati', 'Urdu']",yes,Pranay Balasubramanian,"['Comar', 'Khare', 'Shah']",Small Businesses.,Male
1288,3.0,Specialized Court,144,91.0,['Mumbai'],26,"['Criminal', 'Human Rights', 'Labor']","['Kannada', 'Gujarati', 'Malayalam']",no,Pranay Chander,['Buch LLC'],Individuals.,Male
1289,4.0,District Court,192,79.0,['Bangalore'],28,"['Immigration', 'Medical', 'Consumer Protection']","['Assamese', 'Gujarati', 'Tamil']",no,Pranay Dhar,"['Guha', 'Bhattacharyya', 'Acharya']",Individuals.,Male
1290,3.0,Supreme Court,486,90.0,['Delhi'],24,"['Human Rights', 'Immigration', 'Tax']","['Assamese', 'Hindi', 'Odia']",no,Pranay Dutt,['Subramanian-Bains'],Individuals.,Male
1291,4.0,High Court,351,107.0,['Mumbai'],29,"['Tax', 'Media and Entertainment', 'Tax']","['Assamese', 'Gujarati']",no,Pranay Dutta,['Dhillon Ltd'],Small Businesses.,Male
1292,3.0,Supreme Court,192,97.0,['Hyderabad'],11,"['Immigration', 'Civil', 'Constitutional']","['Telugu', 'Bengali']",yes,Pranay Tak,['Sankaran-Agarwal'],Large Corporations.,Male
1293,1.0,Specialized Court,56,94.0,['Chennai'],4,"['Constitutional', 'Criminal', 'Civil']","['Telugu', 'Kannada', 'Hindi']",no,Pranay Talwar,"['Shroff', 'Ratti', 'Saran']",Individuals.,Male
1294,4.0,Specialized Court,448,76.0,['Bangalore'],6,"['Corporate', 'Intellectual Property', 'Human Rights']","['Marathi', 'Hindi', 'Tamil']",no,Prerak Banik,"['Bhardwaj', 'Chawla', 'Sundaram']",Large Corporations.,Male
1295,2.0,Supreme Court,245,95.0,['Bangalore'],5,"['Labor', 'Real Estate', 'Immigration']","['Telugu', 'Tamil', 'Malayalam']",no,Prerak Baria,"['G', 'hi Group']",Large Corporations.,Male
1296,5.0,Supreme Court,172,114.0,['Chennai'],11,"['Medical', 'Real Estate', 'Constitutional']","['Bengali', 'Kannada', 'Marathi']",yes,Prerak Bedi,['Sankar-Setty'],Small Businesses.,Male
1297,3.0,Specialized Court,232,83.0,['Mumbai'],28,"['Family', 'Media and Entertainment', 'Tax']","['Kannada', 'Hindi', 'Tamil']",yes,Prerak Chander,"['Kalita', 'Varma', 'Savant']",Large Corporations.,Male
1298,4.0,Specialized Court,252,79.0,['Hyderabad'],11,"['Environmental', 'Tax', 'Real Estate']","['Bengali', 'Telugu', 'Tamil']",no,Prerak Dar,['Biswas-Buch'],Large Corporations.,Male
1299,5.0,District Court,480,105.0,['Mumbai'],9,"['Labor', 'Media and Entertainment', 'Real Estate']","['Marathi', 'Tamil']",no,Prerak Devi,"['Cherian', 'Gokhale', 'Kamdar']",Individuals.,Male
1300,1.0,District Court,279,77.0,['Mumbai'],15,"['Environmental', 'Banking and Finance', 'Human Rights']","['Odia', 'Urdu', 'Tamil']",no,Prerak Dey,['Edwin Group'],Individuals.,Male
1301,2.0,High Court,97,115.0,['Hyderabad'],11,"['Human Rights', 'Medical', 'Media and Entertainment']","['Kannada', 'Gujarati', 'Odia']",no,Prerak Gera,['Kakar Group'],Small Businesses.,Male
1302,5.0,High Court,64,102.0,['Delhi'],26,"['Medical', 'Intellectual Property', 'Medical']","['Assamese', 'Tamil', 'Punjabi']",yes,Prerak Kakar,"['Sule', 'Gaba', 'Ghose']",Individuals.,Male
1303,5.0,Specialized Court,216,90.0,['Mumbai'],7,"['Civil', 'Banking and Finance', 'Media and Entertainment']","['Bengali', 'Assamese', 'Punjabi']",no,Prerak Sama,['Hegde-Walla'],Large Corporations.,Male
1304,5.0,High Court,449,98.0,['Bangalore'],17,"['Criminal', 'Constitutional', 'Human Rights']","['Punjabi', 'Bengali', 'Gujarati']",yes,Prerak Sami,['Gola Group'],Small Businesses.,Male
1305,2.0,Supreme Court,281,86.0,['Delhi'],10,"['Tax', 'Consumer Protection', 'Media and Entertainment']","['Telugu', 'Urdu', 'Malayalam']",no,Prerak Shenoy,['Amble Inc'],Large Corporations.,Male
1306,1.0,Specialized Court,298,67.0,['Hyderabad'],19,"['Civil', 'Family', 'Environmental']","['Kannada', 'Gujarati', 'Hindi']",no,Prerak Varty,"['Bhattacharyya', 'M', 'al', 'Chada']",Large Corporations.,Male
1307,3.0,Specialized Court,288,121.0,['Hyderabad'],13,"['Immigration', 'Media and Entertainment', 'Criminal']","['Bengali', 'Assamese']",yes,Prisha Bandi,"['Wason', 'Sons']",Small Businesses.,Female
1308,1.0,High Court,204,82.0,['Hyderabad'],7,"['Criminal', 'Constitutional', 'Corporate']","['Punjabi', 'Telugu', 'Assamese']",yes,Prisha Date,['Sodhi LLC'],Small Businesses.,Female
1309,1.0,Supreme Court,386,89.0,['Bangalore'],19,"['Criminal', 'Intellectual Property', 'Banking and Finance']","['Odia', 'Urdu', 'Malayalam']",no,Prisha Mall,['Sankaran-Wason'],Small Businesses.,Female
1310,4.0,High Court,261,62.0,['Bangalore'],13,"['Medical', 'Constitutional', 'Intellectual Property']","['Assamese', 'Gujarati']",yes,Prisha Sibal,['Kumer LLC'],Individuals.,Female
1311,5.0,High Court,458,73.0,['Bangalore'],10,"['Civil', 'Criminal', 'Constitutional']","['Bengali', 'Gujarati', 'Hindi']",yes,Prisha Thaman,['Deshmukh Ltd'],Small Businesses.,Female
1312,5.0,High Court,222,107.0,['Hyderabad'],20,"['Consumer Protection', 'Human Rights', 'Labor']","['Marathi', 'Odia', 'Urdu']",no,Priyansh Bajwa,['Bhargava-Hari'],Small Businesses.,Male
1313,2.0,Supreme Court,476,83.0,['Delhi'],11,"['Corporate', 'Criminal', 'Family']","['Punjabi', 'Gujarati', 'Tamil']",no,Priyansh Bumb,['Ram-Upadhyay'],Large Corporations.,Male
1314,1.0,District Court,124,81.0,['Kolkata'],14,"['Corporate', 'Intellectual Property', 'Criminal']","['Punjabi', 'Kannada']",yes,Priyansh Choudhry,['Kaur-Mahajan'],Individuals.,Male
1315,1.0,Specialized Court,133,90.0,['Mumbai'],17,"['Constitutional', 'Tax', 'Civil']","['Kannada', 'Marathi', 'Hindi']",no,Priyansh Dara,"['T', 'on LLC']",Large Corporations.,Male
1316,2.0,Specialized Court,107,124.0,['Delhi'],8,"['Tax', 'Consumer Protection', 'Corporate']","['Bengali', 'Tamil', 'Punjabi']",yes,Priyansh Din,['Saxena PLC'],Individuals.,Male
1317,5.0,District Court,375,68.0,['Delhi'],3,"['Criminal', 'Consumer Protection', 'Intellectual Property']","['Punjabi', 'Marathi', 'Odia']",no,Priyansh Kapoor,['Banik Ltd'],Small Businesses.,Male
1318,5.0,District Court,186,115.0,['Bangalore'],6,"['Family', 'Tax', 'Banking and Finance']","['Punjabi', 'Marathi', 'Urdu']",no,Priyansh Raval,['Luthra-Char'],Large Corporations.,Male
1319,4.0,Supreme Court,196,103.0,['Chennai'],13,"['Media and Entertainment', 'Labor', 'Real Estate']","['Punjabi', 'Assamese', 'Tamil']",no,Priyansh Sundaram,"['Tella', 'Talwar', 'Sami']",Individuals.,Male
1320,2.0,High Court,138,103.0,['Delhi'],22,"['Family', 'Civil', 'Tax']","['Kannada', 'Marathi', 'Tamil']",no,Priyansh Talwar,['Yogi-Bassi'],Small Businesses.,Male
1321,5.0,High Court,434,59.0,['Hyderabad'],11,"['Constitutional', 'Civil', 'Constitutional']","['Assamese', 'Gujarati', 'Tamil']",no,Priyansh Wason,"['Boase', 'Samra', 'Raju']",Large Corporations.,Male
1322,4.0,District Court,472,97.0,['Mumbai'],2,"['Family', 'Consumer Protection', 'Banking and Finance']","['Assamese', 'Tamil', 'Punjabi']",yes,Purab Andra,"['Wagle', 'Sons']",Small Businesses.,Male
1323,1.0,High Court,51,97.0,['Delhi'],16,"['Tax', 'Environmental', 'Corporate']","['Telugu', 'Kannada', 'Odia']",no,Purab Contractor,"['Karan', 'Sons']",Large Corporations.,Male
1324,3.0,Supreme Court,121,89.0,['Kolkata'],26,"['Constitutional', 'Immigration', 'Medical']","['Telugu', 'Marathi']",yes,Purab Datta,['Agate-Vasa'],Individuals.,Male
1325,5.0,Specialized Court,339,116.0,['Delhi'],5,"['Labor', 'Tax', 'Media and Entertainment']","['Punjabi', 'Telugu', 'Gujarati']",no,Purab Deo,['Iyer-Deep'],Large Corporations.,Male
1326,1.0,Specialized Court,126,102.0,['Hyderabad'],12,"['Medical', 'Consumer Protection', 'Human Rights']","['Punjabi', 'Marathi', 'Hindi']",no,Purab Hayer,['Lal-Chadha'],Small Businesses.,Male
1327,4.0,High Court,178,104.0,['Chennai'],27,"['Environmental', 'Environmental', 'Civil']","['Telugu', 'Hindi']",yes,Purab Mangat,"['Bedi', 'Sons']",Individuals.,Male
1328,3.0,Specialized Court,313,85.0,['Mumbai'],8,"['Real Estate', 'Environmental', 'Banking and Finance']","['Assamese', 'Kannada', 'Odia']",no,Purab Ravi,['Shan-Apte'],Large Corporations.,Male
1329,,District Court,131,90.0,['Delhi'],10,"['Real Estate', 'Environmental', 'Corporate']","['Bengali', 'Malayalam']",yes,Purab Sami,['Jayaraman Group'],Small Businesses.,Male
1330,4.0,Specialized Court,122,92.0,['Bangalore'],19,"['Real Estate', 'Medical', 'Media and Entertainment']","['Assamese', 'Gujarati', 'Hindi']",no,Purab Samra,['Bassi PLC'],Individuals.,Male
1331,4.0,Supreme Court,229,103.0,['Delhi'],1,"['Environmental', 'Tax', 'Human Rights']","['Assamese', 'Gujarati', 'Malayalam']",no,Purab Sharma,"['Bh', 'ari-Tara']",Large Corporations.,Male
1332,3.0,Specialized Court,305,106.0,['Kolkata'],19,"['Human Rights', 'Corporate', 'Intellectual Property']","['Assamese', 'Gujarati', 'Tamil']",yes,Purab Trivedi,['Dass Group'],Individuals.,Male
1333,2.0,Specialized Court,277,60.0,['Mumbai'],10,"['Human Rights', 'Environmental', 'Family']","['Punjabi', 'Gujarati', 'Marathi']",yes,Raghav Agate,['Saha-Gokhale'],Large Corporations.,Male
1334,,District Court,412,90.0,['Hyderabad'],23,"['Media and Entertainment', 'Medical', 'Real Estate']","['Bengali', 'Odia']",yes,Raghav Dayal,"['G', 'hi', 'Buch', 'Ahluwalia']",Small Businesses.,Male
1335,2.0,High Court,413,84.0,['Hyderabad'],3,"['Immigration', 'Banking and Finance', 'Corporate']","['Bengali', 'Urdu', 'Tamil']",no,Raghav Kadakia,['Karan-Dyal'],Large Corporations.,Male
1336,4.0,High Court,83,90.0,['Kolkata'],13,"['Corporate', 'Medical', 'Labor']","['Kannada', 'Hindi', 'Punjabi']",yes,Raghav Mahajan,"['Hegde', 'Sons']",Individuals.,Male
1337,2.0,Supreme Court,441,95.0,['Kolkata'],12,"['Intellectual Property', 'Environmental', 'Tax']","['Kannada', 'Gujarati', 'Odia']",no,Raghav Rajagopalan,['Ravi LLC'],Large Corporations.,Male
1338,1.0,Supreme Court,213,78.0,['Hyderabad'],21,"['Tax', 'Criminal', 'Consumer Protection']","['Marathi', 'Hindi', 'Malayalam']",yes,Raghav Rajan,['Sarraf-Singhal'],Small Businesses.,Male
1339,5.0,Supreme Court,97,107.0,['Mumbai'],3,"['Consumer Protection', 'Banking and Finance', 'Corporate']","['Kannada', 'Urdu', 'Malayalam']",no,Raghav Rege,"['Ch', 'a Group']",Individuals.,Male
1340,1.0,Specialized Court,72,85.0,['Chennai'],16,"['Banking and Finance', 'Environmental', 'Media and Entertainment']","['Urdu', 'Tamil', 'Malayalam']",yes,Raghav Shanker,['Ratta-Chaudhari'],Individuals.,Male
1341,4.0,District Court,271,103.0,['Mumbai'],23,"['Real Estate', 'Criminal', 'Corporate']","['Telugu', 'Hindi', 'Malayalam']",yes,Ranbir Balakrishnan,['Mane LLC'],Individuals.,Male
1342,5.0,Specialized Court,398,89.0,['Kolkata'],15,"['Labor', 'Medical', 'Environmental']","['Assamese', 'Punjabi', 'Malayalam']",no,Ranbir Banerjee,['Vig PLC'],Individuals.,Male
1343,1.0,Supreme Court,145,101.0,['Mumbai'],9,"['Medical', 'Medical', 'Family']","['Bengali', 'Assamese', 'Urdu']",yes,Ranbir Bumb,"['Ganesan', 'Hora', 'Ganesan']",Small Businesses.,Male
1344,5.0,District Court,361,87.0,['Mumbai'],2,"['Civil', 'Medical', 'Labor']","['Assamese', 'Marathi', 'Tamil']",no,Ranbir Contractor,['Dasgupta LLC'],Large Corporations.,Male
1345,5.0,High Court,411,73.0,['Chennai'],21,"['Medical', 'Labor', 'Real Estate']","['Gujarati', 'Odia']",yes,Ranbir Dhingra,"['Vyas-Ramach', 'ran']",Small Businesses.,Male
1346,1.0,Specialized Court,261,81.0,['Bangalore'],25,"['Labor', 'Immigration', 'Intellectual Property']","['Telugu', 'Marathi', 'Odia']",yes,Ranbir Krishnan,"['Singh', 'Chaudhari', 'Jaggi']",Individuals.,Male
1347,2.0,Supreme Court,342,79.0,['Delhi'],24,"['Tax', 'Banking and Finance', 'Environmental']","['Punjabi', 'Tamil']",no,Ranbir Manne,"['Chaudhari', 'Varghese', 'Bal']",Small Businesses.,Male
1348,2.0,Supreme Court,476,57.0,['Chennai'],1,"['Civil', 'Human Rights', 'Corporate']","['Telugu', 'Kannada', 'Malayalam']",no,Ranbir Samra,"['Sane', 'Garg', 'Khalsa']",Large Corporations.,Male
1349,3.0,High Court,254,71.0,['Delhi'],26,"['Constitutional', 'Consumer Protection', 'Environmental']","['Punjabi', 'Gujarati', 'Hindi']",no,Ranbir Sharaf,['Amble LLC'],Individuals.,Male
1350,3.0,Specialized Court,423,101.0,['Delhi'],26,"['Family', 'Real Estate', 'Family']","['Telugu', 'Hindi', 'Malayalam']",no,Ranbir Singh,['Dugar-Joshi'],Small Businesses.,Male
1351,4.0,Specialized Court,181,78.0,['Hyderabad'],21,"['Labor', 'Media and Entertainment', 'Civil']","['Bengali', 'Hindi', 'Malayalam']",no,Rania Bansal,"['Devi', 'Kade', 'Gopal']",Individuals.,Female
1352,3.0,District Court,144,98.0,['Bangalore'],29,"['Tax', 'Corporate', 'Immigration']","['Punjabi', 'Urdu', 'Malayalam']",no,Rania Bhatt,['Balakrishnan Group'],Small Businesses.,Female
1353,5.0,Supreme Court,253,87.0,['Delhi'],19,"['Human Rights', 'Media and Entertainment', 'Environmental']","['Bengali', 'Odia']",no,Rania Buch,['Koshy-Balakrishnan'],Individuals.,Female
1354,3.0,Specialized Court,284,103.0,['Kolkata'],18,"['Family', 'Banking and Finance', 'Environmental']","['Telugu', 'Odia', 'Tamil']",yes,Rania Deshpande,"['Bhatt', 'Kaur', 'Doshi']",Individuals.,Female
1355,3.0,District Court,362,104.0,['Hyderabad'],8,"['Tax', 'Environmental', 'Environmental']","['Bengali', 'Urdu', 'Punjabi']",yes,Rania Sahota,"['Shah-Ch', 'ra']",Individuals.,Female
1356,3.0,Supreme Court,450,91.0,['Delhi'],24,"['Labor', 'Intellectual Property', 'Corporate']","['Assamese', 'Marathi', 'Odia']",no,Rania Salvi,['Master LLC'],Individuals.,Female
1357,4.0,District Court,157,79.0,['Mumbai'],29,"['Media and Entertainment', 'Environmental', 'Labor']","['Telugu', 'Malayalam']",no,Rania Sinha,"['Ch', 'er LLC']",Large Corporations.,Female
1358,,District Court,68,90.0,['Chennai'],25,"['Labor', 'Human Rights', 'Family']","['Telugu', 'Gujarati', 'Odia']",no,Rania Srivastava,['Som Ltd'],Large Corporations.,Female
1359,,Specialized Court,81,90.0,['Delhi'],9,"['Banking and Finance', 'Banking and Finance', 'Media and Entertainment']","['Punjabi', 'Gujarati', 'Urdu']",yes,Rania Trivedi,"['Chaudhry', 'Sons']",Large Corporations.,Female
1360,1.0,District Court,487,62.0,['Chennai'],20,"['Real Estate', 'Banking and Finance', 'Banking and Finance']","['Assamese', 'Kannada']",yes,Rasha Banik,"['Hayre', 'Chada', 'Bhargava']",Small Businesses.,Female
1361,4.0,Supreme Court,75,86.0,['Chennai'],25,"['Labor', 'Constitutional', 'Human Rights']","['Punjabi', 'Kannada', 'Assamese']",yes,Rasha Bhandari,['Borde-Kumar'],Individuals.,Female
1362,1.0,Supreme Court,426,88.0,['Bangalore'],21,"['Human Rights', 'Immigration', 'Human Rights']","['Marathi', 'Urdu', 'Hindi']",no,Rasha Bir,"['Brar', 'Johal', 'Dewan']",Small Businesses.,Female
1363,5.0,District Court,189,91.0,['Hyderabad'],28,"['Family', 'Civil', 'Consumer Protection']","['Punjabi', 'Assamese', 'Odia']",yes,Rasha Chander,['Rao Inc'],Individuals.,Female
1364,2.0,Specialized Court,437,98.0,['Bangalore'],10,"['Media and Entertainment', 'Criminal', 'Human Rights']","['Telugu', 'Punjabi']",yes,Rasha Choudhary,"['Ch', 'LLC']",Small Businesses.,Female
1365,5.0,High Court,259,108.0,['Chennai'],18,"['Consumer Protection', 'Corporate', 'Environmental']","['Kannada', 'Odia', 'Punjabi']",yes,Rasha Deol,['Mahal-Solanki'],Small Businesses.,Female
1366,5.0,District Court,301,94.0,['Delhi'],21,"['Civil', 'Constitutional', 'Constitutional']","['Gujarati', 'Tamil']",no,Rasha Desai,['Sachdeva-Vaidya'],Individuals.,Female
1367,3.0,District Court,465,76.0,['Bangalore'],4,"['Environmental', 'Civil', 'Intellectual Property']","['Bengali', 'Hindi', 'Odia']",no,Rasha Devi,['Ramesh LLC'],Large Corporations.,Female
1368,,Specialized Court,469,90.0,['Hyderabad'],10,"['Human Rights', 'Banking and Finance', 'Corporate']","['Hindi', 'Urdu', 'Malayalam']",no,Rasha Divan,['Kunda-Gopal'],Large Corporations.,Female
1369,5.0,District Court,134,108.0,['Kolkata'],5,"['Corporate', 'Immigration', 'Media and Entertainment']","['Bengali', 'Marathi', 'Punjabi']",yes,Rasha Kunda,['Banik-Contractor'],Large Corporations.,Female
1370,1.0,Specialized Court,221,95.0,['Hyderabad'],10,"['Banking and Finance', 'Corporate', 'Constitutional']","['Assamese', 'Kannada', 'Marathi']",yes,Rasha Ramakrishnan,['Datta PLC'],Large Corporations.,Female
1371,1.0,District Court,310,95.0,['Bangalore'],1,"['Constitutional', 'Medical', 'Intellectual Property']","['Hindi', 'Odia', 'Tamil']",no,Rasha Ranganathan,['Reddy-Sibal'],Large Corporations.,Female
1372,3.0,Supreme Court,251,101.0,['Delhi'],18,"['Criminal', 'Intellectual Property', 'Labor']","['Kannada', 'Gujarati', 'Urdu']",yes,Rasha Sarraf,['Kadakia Group'],Individuals.,Female
1373,4.0,High Court,475,89.0,['Hyderabad'],29,"['Family', 'Corporate', 'Family']","['Bengali', 'Gujarati', 'Hindi']",yes,Rasha Sem,"['Mangal-M', 'a']",Small Businesses.,Female
1374,3.0,District Court,175,80.0,['Delhi'],5,"['Banking and Finance', 'Constitutional', 'Medical']","['Telugu', 'Hindi', 'Malayalam']",no,Rasha Vaidya,['Bera-Kade'],Large Corporations.,Female
1375,1.0,District Court,299,92.0,['Hyderabad'],24,"['Intellectual Property', 'Consumer Protection', 'Media and Entertainment']","['Kannada', 'Telugu', 'Tamil']",no,Rati Agate,"['Chakrabarti', 'Sons']",Large Corporations.,Female
1376,5.0,Specialized Court,337,91.0,['Bangalore'],5,"['Intellectual Property', 'Intellectual Property', 'Corporate']","['Punjabi', 'Assamese', 'Urdu']",yes,Rati Bhakta,['Doshi Inc'],Large Corporations.,Female
1377,2.0,High Court,140,88.0,['Delhi'],1,"['Family', 'Tax', 'Medical']","['Assamese', 'Odia', 'Tamil']",yes,Rati Bhasin,['Vyas PLC'],Large Corporations.,Female
1378,2.0,District Court,159,88.0,['Delhi'],11,"['Tax', 'Criminal', 'Immigration']","['Kannada', 'Urdu', 'Malayalam']",no,Rati Bobal,"['Bhatnagar', 'Kaur', 'Anne']",Small Businesses.,Female
1379,4.0,District Court,397,94.0,['Bangalore'],19,"['Tax', 'Banking and Finance', 'Medical']","['Assamese', 'Gujarati']",no,Rati Chada,['Gole-Mangat'],Small Businesses.,Female
1380,2.0,Supreme Court,242,103.0,['Delhi'],18,"['Human Rights', 'Labor', 'Corporate']","['Assamese', 'Tamil', 'Punjabi']",no,Rati Chaudhary,['Dubey-Chada'],Small Businesses.,Female
1381,,District Court,151,90.0,['Delhi'],7,"['Medical', 'Intellectual Property', 'Family']","['Gujarati', 'Hindi']",no,Rati Contractor,['Sankar Inc'],Large Corporations.,Female
1382,2.0,High Court,261,99.0,['Delhi'],20,"['Banking and Finance', 'Constitutional', 'Criminal']","['Kannada', 'Hindi', 'Punjabi']",no,Rati Dhillon,['Mani-Lata'],Large Corporations.,Female
1383,3.0,Supreme Court,385,94.0,['Chennai'],9,"['Constitutional', 'Criminal', 'Tax']","['Kannada', 'Bengali', 'Punjabi']",no,Rati Krishnan,"['Srinivas', 'Tara', 'Gour']",Large Corporations.,Female
