,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
801,Vihaan Tandon,"Vihaan Tandon has 10 years of experience in Immigration Law, Civil Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 270.1473119096408 USD per hour,He takes 110.4025219624202 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Punjabi","He practices at Varkey-Krishnan, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Vihaan,Male
802,Vihaan Bhagat,"Vihaan Bhagat has 23 years of experience in Real Estate Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 80.25828532341649 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Urdu, Urdu and Punjabi","He practices at Randhawa Ltd, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Vihaan,Male
803,Vihaan Agrawal,"Vihaan Agrawal has 3 years of experience in Immigration Law, Intellectual Property Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 465.15758220761 USD per hour,He takes 81.83555780528562 Avg Days for Disposal,"He speaks: Marathi, Tamil and Tamil","He practices at Ghosh, Kari and Zacharia, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Vihaan,Male
804,Vihaan Gola,"Vihaan Gola has 21 years of experience in Immigration Law, Labor Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 327.97711582780744 USD per hour,He takes 134.8921585509096 Avg Days for Disposal,"He speaks: Telugu, Urdu and Bengali","He practices at Shanker, Mann and Koshy, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Vihaan,Male
805,Vihaan Atwal,"Vihaan Atwal has 8 years of experience in Tax Law, Intellectual Property Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 99.17575041567196 USD per hour,He takes 94.45740035712332 Avg Days for Disposal,"He speaks: Punjabi, Gujarati and Gujarati","He practices at Chad, Barad and Bose, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Individuals.,Vihaan,Male
806,Vihaan Apte,"Vihaan Apte has 27 years of experience in Medical Law, Intellectual Property Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 71.58097959664444 USD per hour,He takes 93.1273795586337 Avg Days for Disposal,"He speaks: Bengali, Malayalam and Tamil","He practices at Gopal, Subramanian and Lata, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vihaan,Male
807,Darshit Karan,"Darshit Karan has 28 years of experience in Consumer Protection Law, Human Rights Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 146.09186504777813 USD per hour,He takes 90.36647760267051 Avg Days for Disposal,"He speaks: Assamese, Hindi and Telugu","He practices at Sangha, Dada and Malhotra, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Darshit,Male
808,Darshit Sarna,"Darshit Sarna has 11 years of experience in Banking and Finance Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 231.36744105820947 USD per hour,He takes 100.97847103851572 Avg Days for Disposal,"He speaks: Assamese, Malayalam and Urdu","He practices at Mandal and Sons, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Darshit,Male
809,Darshit Kant,"Darshit Kant has 14 years of experience in Human Rights Law, Immigration Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 256.2139916442716 USD per hour,He takes 113.08795800262361 Avg Days for Disposal,"He speaks: Assamese, Malayalam and Odia","He practices at Subramanian LLC, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Darshit,Male
810,Darshit Kakar,"Darshit Kakar has 12 years of experience in Human Rights Law, Real Estate Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 268.18643287224666 USD per hour,He takes 101.73041081361191 Avg Days for Disposal,"He speaks: Malayalam, Malayalam and Marathi","He practices at Yohannan-Dayal, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Darshit,Male
811,Darshit Chhabra,"Darshit Chhabra has 12 years of experience in Immigration Law, Criminal Law, and Tax Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 164.36627605751647 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Punjabi, Hindi and Urdu","He practices at Bajaj-Sachdeva, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Darshit,Male
812,Darshit Kulkarni,"Darshit Kulkarni has 22 years of experience in Immigration Law, Medical Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 424.80211769925324 USD per hour,He takes 74.11444316981854 Avg Days for Disposal,"He speaks: Marathi, Odia and Marathi","He practices at Atwal, Bal and Kata, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Individuals.,Darshit,Male
813,Darshit Batta,"Darshit Batta has 3 years of experience in Criminal Law, Labor Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 195.99720288577979 USD per hour,He takes 107.56652957504339 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Kannada","He practices at Mannan, Chahal and Krishnan, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Darshit,Male
814,Darshit Gole,"Darshit Gole has 18 years of experience in Civil Law, Tax Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 180.3122171018272 USD per hour,He takes 94.98565250279414 Avg Days for Disposal,"He speaks: Bengali, Tamil and Gujarati","He practices at Raja Ltd, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Individuals.,Darshit,Male
815,Darshit Tak,"Darshit Tak has 22 years of experience in Immigration Law, Environmental Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 407.09183100297395 USD per hour,He takes 64.41061357663898 Avg Days for Disposal,"He speaks: Assamese, Hindi and Punjabi","He practices at Varghese-Hora, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Darshit,Male
816,Darshit Golla,"Darshit Golla has 9 years of experience in Medical Law, Media and Entertainment Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 293.6009222155702 USD per hour,He takes 64.69081380538248 Avg Days for Disposal,"He speaks: Odia, Gujarati and Hindi","He practices at Hayer and Sons, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Darshit,Male
817,Darshit Bir,"Darshit Bir has 5 years of experience in Media and Entertainment Law, Corporate Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 168.71273372586091 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Tamil, Assamese and Tamil","He practices at Sura-Contractor, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Darshit,Male
818,Navya Hayre,"Navya Hayre has 28 years of experience in Family Law, Family Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 232.2504943643968 USD per hour,He takes 105.03354250054389 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Tamil","He practices at Gera Group, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Navya,Female
819,Navya Dar,"Navya Dar has 12 years of experience in Intellectual Property Law, Real Estate Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 459.0525149760664 USD per hour,He takes 111.65505478749358 Avg Days for Disposal,"He speaks: Marathi, Hindi and Gujarati","He practices at Randhawa, Contractor and Sabharwal, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Navya,Female
820,Navya Tata,"Navya Tata has 3 years of experience in Criminal Law, Environmental Law, and Media and Entertainment Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 136.77782402401053 USD per hour,He takes 107.06071646443371 Avg Days for Disposal,"He speaks: Assamese, Punjabi and Telugu","He practices at Choudhry-Buch, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Navya,Female
821,Navya Shukla,"Navya Shukla has 15 years of experience in Civil Law, Constitutional Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 66.96382569020177 USD per hour,He takes 107.6762897634558 Avg Days for Disposal,"He speaks: Kannada, Odia and Odia","He practices at Grewal Ltd, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Navya,Female
822,Navya Ramaswamy,"Navya Ramaswamy has 11 years of experience in Criminal Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 161.2427331824946 USD per hour,He takes 95.8322836539557 Avg Days for Disposal,"He speaks: Punjabi, Punjabi and Assamese","He practices at Bhat PLC, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Navya,Female
823,Navya Hayer,"Navya Hayer has 2 years of experience in Corporate Law, Consumer Protection Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 142.79122215580048 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Gujarati, Marathi and Punjabi","He practices at Dash LLC, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Navya,Female
824,Navya Khanna,"Navya Khanna has 19 years of experience in Environmental Law, Real Estate Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 236.266726123665 USD per hour,He takes 57.878536795204425 Avg Days for Disposal,"He speaks: Assamese, Telugu and Odia","He practices at Sanghvi-Sami, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Navya,Female
825,Navya Brar,"Navya Brar has 21 years of experience in Immigration Law, Consumer Protection Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 430.78723976946804 USD per hour,He takes 79.69901406648972 Avg Days for Disposal,"He speaks: Punjabi, Hindi and Punjabi","He practices at Saini-Bath, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Navya,Female
826,Khushi Taneja,"Khushi Taneja has 13 years of experience in Media and Entertainment Law, Family Law, and Banking and Finance Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 469.1949831979341 USD per hour,He takes 113.40383294296396 Avg Days for Disposal,"He speaks: Kannada, Bengali and Bengali","He practices at Mani Ltd, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Khushi,Female
