,Lawyer Names,0,1,2,3,4,5,6,7,8,Gender
940,Kiara Mannan,"Kiara Mannan has 23 years of experience in Corporate Law, Banking and Finance Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 407.59830157905003 USD per hour,He takes 86.53410694738652 Avg Days for Disposal,"He speaks: Urdu, Bengali and Odia","He practices at Deo PLC, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
941,Kiara Sharaf,"Kiara Sharaf has 1 years of experience in Labor Law, Labor Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 469.4602619292274 USD per hour,He takes 85.67200648977305 Avg Days for Disposal,"He speaks: Tamil, Odia and Urdu","He practices at Mahal-Sinha, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
942,Kiara Yogi,"Kiara Yogi has 29 years of experience in Real Estate Law, Corporate Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 411.4870580831151 USD per hour,He takes 99.01099522718387 Avg Days for Disposal,"He speaks: Telugu, Kannada and Gujarati","He practices at Ravel, Anand and Sarin, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
943,Kimaya Bhatt,"Kimaya Bhatt has 6 years of experience in Real Estate Law, Family Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 384.98866421599666 USD per hour,He takes 89.54605413604521 Avg Days for Disposal,"He speaks: Punjabi, Urdu and Tamil","He practices at Sarna-Dhar, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
944,Kimaya Dhingra,"Kimaya Dhingra has 5 years of experience in Environmental Law, Civil Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 357.38130883555584 USD per hour,He takes 59.33056494298098 Avg Days for Disposal,"He speaks: Hindi, Bengali and Malayalam","He practices at Kale, Sen and Krishna, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
945,Kimaya Hayer,"Kimaya Hayer has 21 years of experience in Medical Law, Consumer Protection Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 294.0349890294856 USD per hour,He takes 71.46445466925887 Avg Days for Disposal,"He speaks: Telugu, Hindi and Kannada","He practices at Rao Group, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Female
946,Kimaya Kulkarni,"Kimaya Kulkarni has 7 years of experience in Medical Law, Medical Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 58.730560528196946 USD per hour,He takes 100.72118474833418 Avg Days for Disposal,"He speaks: Gujarati, Urdu and Hindi","He practices at Anne PLC, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
947,Kimaya Sachar,"Kimaya Sachar has 13 years of experience in Tax Law, Family Law, and Human Rights Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 231.641012522065 USD per hour,He takes 104.4799000074169 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Assamese","He practices at Soni-Dada, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
948,Kimaya Shere,"Kimaya Shere has 14 years of experience in Real Estate Law, Media and Entertainment Law, and Media and Entertainment Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 217.94331609730708 USD per hour,He takes 83.02849164132408 Avg Days for Disposal,"He speaks: Bengali, Telugu and Bengali","He practices at Agarwal, Choudhury and Din, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
949,Kimaya Tara,"Kimaya Tara has 17 years of experience in Civil Law, Environmental Law, and Criminal Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 249.36798948582236 USD per hour,He takes 77.63081985352467 Avg Days for Disposal,"He speaks: Hindi, Hindi and Assamese","He practices at Sura-Boase, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
950,Kimaya Wable,"Kimaya Wable has 3 years of experience in Consumer Protection Law, Human Rights Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 122.98251758354482 USD per hour,He takes 110.52141355222346 Avg Days for Disposal,"He speaks: Telugu, Tamil and Marathi","He practices at Aurora-Sastry, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Female
951,Kismat Banerjee,"Kismat Banerjee has 6 years of experience in Family Law, Constitutional Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 67.36620287216023 USD per hour,He takes 102.28148956273225 Avg Days for Disposal,"He speaks: Telugu, Urdu and Gujarati","He practices at Jha-Tak, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Male
952,Kismat Gopal,"Kismat Gopal has 24 years of experience in Media and Entertainment Law, Immigration Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 278.84250117396857 USD per hour,He takes 90.35077821987761 Avg Days for Disposal,"He speaks: Hindi, Urdu and Urdu","He practices at Roy-Dash, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Male
953,Kismat Goyal,"Kismat Goyal has 14 years of experience in Constitutional Law, Environmental Law, and Criminal Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 496.9236825200653 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Odia, Gujarati and Malayalam","He practices at Babu Inc, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
954,Kismat Jayaraman,"Kismat Jayaraman has 23 years of experience in Immigration Law, Civil Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 160.15994285077664 USD per hour,He takes 104.93540631555543 Avg Days for Disposal,"He speaks: Telugu, Hindi and Gujarati","He practices at Thakur-Chand, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
955,Kismat Kothari,"Kismat Kothari has 24 years of experience in Real Estate Law, Labor Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 130.84304807990384 USD per hour,He takes 96.07235113212403 Avg Days for Disposal,"He speaks: Kannada, Marathi and Tamil","He practices at Gulati-Dara, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
956,Kismat Raman,"Kismat Raman has 12 years of experience in Criminal Law, Criminal Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 229.21260568853577 USD per hour,He takes 77.95333749070028 Avg Days for Disposal,"He speaks: Hindi, Bengali and Odia","He practices at Kadakia, Bandi and Goswami, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Male
957,Kismat Sule,"Kismat Sule has 15 years of experience in Family Law, Corporate Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 95.33877978180934 USD per hour,He takes 91.36687300880065 Avg Days for Disposal,"He speaks: Telugu, Telugu and Tamil","He practices at Dar-Dhar, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.,Male
958,Kismat Taneja,"Kismat Taneja has 8 years of experience in Banking and Finance Law, Environmental Law, and Medical Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 228.31130606738267 USD per hour,He takes 74.9388055056746 Avg Days for Disposal,"He speaks: Urdu, Marathi and Odia","He practices at Lad, Chatterjee and Sarna, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
959,Kismat Zachariah,"Kismat Zachariah has 3 years of experience in Media and Entertainment Law, Family Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 101.75492157264402 USD per hour,He takes 95.1812127246578 Avg Days for Disposal,"He speaks: Kannada, Tamil and Telugu","He practices at Kadakia-Bhatnagar, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
960,Krish Dubey,"Krish Dubey has 23 years of experience in Media and Entertainment Law, Civil Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 106.99514278123726 USD per hour,He takes 86.02402504667131 Avg Days for Disposal,"He speaks: Kannada, Urdu and Assamese","He practices at Anand and Sons, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
961,Krish D’Alia,"Krish D’Alia has 12 years of experience in Human Rights Law, Media and Entertainment Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 64.77147446865806 USD per hour,He takes 101.11979725361871 Avg Days for Disposal,"He speaks: Urdu, Marathi and Kannada","He practices at Saran-Ben, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
962,Krish Kulkarni,"Krish Kulkarni has 19 years of experience in Media and Entertainment Law, Immigration Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 417.59509365220225 USD per hour,He takes 74.13245072084649 Avg Days for Disposal,"He speaks: Bengali, Hindi and Hindi","He practices at Jaggi-Koshy, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
963,Krish Lata,"Krish Lata has 12 years of experience in Family Law, Constitutional Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 93.08938939851095 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Tamil and Marathi","He practices at Kala, Dey and Bora, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
964,Krish Mahajan,"Krish Mahajan has 1 years of experience in Medical Law, Tax Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 353.3988346013286 USD per hour,He takes 107.35866821596538 Avg Days for Disposal,"He speaks: Kannada, Tamil and Punjabi","He practices at Johal, Butala and Datta, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
965,Krish Manne,"Krish Manne has 26 years of experience in Environmental Law, Human Rights Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 420.71078746424206 USD per hour,He takes 105.48986274933019 Avg Days for Disposal,"He speaks: Tamil, Tamil and Assamese","He practices at Guha-Dasgupta, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Male
966,Krish Ramachandran,"Krish Ramachandran has 28 years of experience in Medical Law, Human Rights Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 472.30143818468343 USD per hour,He takes 117.08361649030223 Avg Days for Disposal,"He speaks: Tamil, Telugu and Kannada","He practices at Balasubramanian PLC, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
