Lawyer Names,0,1,2,3,4,5,6,7,8
Aaina Kurian,"Aaina Kurian has 7 years of experience in Corporate Law, Criminal Law, and Labor Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 441.09458092612783 USD per hour,He takes 84.71868378819178 Avg Days for Disposal,"He speaks: Urdu, Telugu and Punjabi","He practices at Mall-Tiwari, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Shamik Wali,"Shamik Wali has 3 years of experience in Media and Entertainment Law, Real Estate Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 305.7436179850665 USD per hour,He takes 94.87137359300313 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Malayalam","He practices at Bhardwaj and Sons, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Rhea Balan,"Rhea Balan has 15 years of experience in Civil Law, Immigration Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 247.7785012013983 USD per hour,He takes 98.70851530553422 Avg Days for Disposal,"He speaks: Kannada, Kannada and Punjabi","He practices at Koshy-Bajwa, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Vihaan Bhagat,"Vihaan Bhagat has 23 years of experience in Real Estate Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 80.25828532341649 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Urdu, Urdu and Punjabi","He practices at Randhawa Ltd, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Alia Choudhury,"Alia Choudhury has 14 years of experience in Banking and Finance Law, Environmental Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 259.1102608003242 USD per hour,He takes 89.63570256494961 Avg Days for Disposal,"He speaks: Kannada, Kannada and Hindi","He practices at Luthra-Shroff, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Romil Iyer,"Romil Iyer has 11 years of experience in Labor Law, Corporate Law, and Banking and Finance Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 419.33112836707863 USD per hour,He takes 114.5844079139975 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Malayalam","He practices at Buch, Dua and Batra, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Jiya Shah,"Jiya Shah has 15 years of experience in Medical Law, Human Rights Law, and Consumer Protection Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 326.54345819959195 USD per hour,He takes 103.62033993804286 Avg Days for Disposal,"He speaks: Bengali, Telugu and Kannada","He practices at Dora Group, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Kartik Thaker,"Kartik Thaker has 28 years of experience in Immigration Law, Labor Law, and Criminal Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 424.47310417810326 USD per hour,He takes 79.38840682781718 Avg Days for Disposal,"He speaks: Urdu, Kannada and Punjabi","He practices at Sampath, Borra and Kala, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Zeeshan Char,"Zeeshan Char has 13 years of experience in Corporate Law, Criminal Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 272.3052517696875 USD per hour,He takes 123.14783498622697 Avg Days for Disposal,"He speaks: Odia, Punjabi and Gujarati","He practices at Gole-Dass, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.
Vanya Baral,"Vanya Baral has 18 years of experience in Family Law, Intellectual Property Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 103.30776729251683 USD per hour,He takes 94.90491769905147 Avg Days for Disposal,"He speaks: Assamese, Hindi and Gujarati","He practices at Bali, Raju and Mangat, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Vaibhav Thakur,"Vaibhav Thakur has 26 years of experience in Environmental Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 56.137930626146485 USD per hour,He takes 77.47313244041648 Avg Days for Disposal,"He speaks: Urdu, Hindi and Malayalam","He practices at Yadav LLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.
Priyansh Raval,"Priyansh Raval has 6 years of experience in Family Law, Tax Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 186.44879602336604 USD per hour,He takes 114.79369576845633 Avg Days for Disposal,"He speaks: Marathi, Punjabi and Urdu","He practices at Luthra-Char, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Ritvik Gopal,"Ritvik Gopal has 3 years of experience in Corporate Law, Immigration Law, and Corporate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 364.0957121740066 USD per hour,He takes 121.16666377797667 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Assamese","He practices at Bava-Saran, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Hunar Dara,"Hunar Dara has 19 years of experience in Family Law, Consumer Protection Law, and Environmental Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 405.6169567737622 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Odia and Marathi","He practices at Mand, Bose and Iyengar, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Anay Dutt,"Anay Dutt has 15 years of experience in Banking and Finance Law, Medical Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 183.08877557914823 USD per hour,He takes 82.44524609436606 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Malayalam","He practices at Sharaf Ltd, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Rohan Arya,"Rohan Arya has 25 years of experience in Real Estate Law, Immigration Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 273.04426439746123 USD per hour,He takes 87.41437563819507 Avg Days for Disposal,"He speaks: Hindi, Urdu and Kannada","He practices at Bhat PLC, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Suhana Ghosh,"Suhana Ghosh has 23 years of experience in Family Law, Tax Law, and Medical Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 239.50350699533672 USD per hour,He takes 100.7209759127655 Avg Days for Disposal,"He speaks: Punjabi, Tamil and Bengali","He practices at Savant, Khatri and Ganguly, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Individuals.
Dharmajan Sandhu,"Dharmajan Sandhu has 5 years of experience in Media and Entertainment Law, Banking and Finance Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 234.73525295814252 USD per hour,He takes 109.16784982545771 Avg Days for Disposal,"He speaks: Telugu, Bengali and Gujarati","He practices at Barad-Bassi, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Samar Kurian,"Samar Kurian has 28 years of experience in Tax Law, Human Rights Law, and Criminal Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 154.1069209400677 USD per hour,He takes 98.55730996295361 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Telugu","He practices at Wason LLC, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Kanav Khatri,"Kanav Khatri has 10 years of experience in Labor Law, Immigration Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 111.36699726325627 USD per hour,He takes 91.52584812707654 Avg Days for Disposal,"He speaks: Odia, Odia and Telugu","He practices at Sampath Inc, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Manikya Chaudhari,"Manikya Chaudhari has 7 years of experience in Family Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 138.5098512040459 USD per hour,He takes 112.47017655456642 Avg Days for Disposal,"He speaks: Odia, Urdu and Gujarati","He practices at Chaudhuri-Mane, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Rasha Bhandari,"Rasha Bhandari has 25 years of experience in Labor Law, Constitutional Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 74.89957422350574 USD per hour,He takes 85.30745290422716 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Assamese","He practices at Borde-Kumar, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Individuals.
Hansh Iyer,"Hansh Iyer has 17 years of experience in Human Rights Law, Family Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 139.1588338206097 USD per hour,He takes 105.46379007550361 Avg Days for Disposal,"He speaks: Bengali, Odia and Telugu","He practices at Ram Ltd, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.
Biju Lata,"Biju Lata has 7 years of experience in Intellectual Property Law, Intellectual Property Law, and Immigration Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 54.14040393142076 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Odia and Tamil","He practices at Boase PLC, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Oorja Lalla,"Oorja Lalla has 22 years of experience in Criminal Law, Criminal Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 332.26628028619024 USD per hour,He takes 96.4653443701634 Avg Days for Disposal,"He speaks: Tamil, Kannada and Kannada","He practices at Dada, Shukla and Shan, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Advik Mannan,"Advik Mannan has 26 years of experience in Real Estate Law, Real Estate Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 192.3689333244573 USD per hour,He takes 88.29656152814323 Avg Days for Disposal,"He speaks: Telugu, Assamese and Marathi","He practices at Kakar-Sha, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.
